기준분기,연령대,성별구분,소득추정등급,상품구분(NICE)명_대분류,"미해제연체총잔액<미적용, 금액, 십만원>","미해제연체총잔액<미적용, 연체자수, 명>"
2011Q2,30대,남자,7,카드론,451,14
2011Q2,30대,남자,7,할부,3532,31
2011Q2,30대,남자,7,-,0,0
2011Q2,30대,남자,8,기타,3821,67
2011Q2,30대,남자,8,대출,102965,291
2011Q2,30대,남자,8,리스,1771,1
2011Q2,30대,남자,8,보증,1602,13
2011Q2,30대,남자,8,카드,6172,241
2011Q2,30대,남자,8,카드론,1271,38
2011Q2,30대,남자,8,할부,8340,73
2011Q2,30대,남자,8,-,0,0
2011Q2,30대,남자,9,기타,9016,128
2011Q2,30대,남자,9,대출,106596,388
2011Q2,30대,남자,9,리스,0,0
2011Q2,30대,남자,9,보증,6475,40
2011Q2,30대,남자,9,카드,7534,405
2011Q2,30대,남자,9,카드론,1455,64
2011Q2,30대,남자,9,할부,9496,119
2011Q2,30대,남자,9,-,0,0
2011Q2,30대,남자,10,기타,3150,151
2011Q2,30대,남자,10,대출,67148,269
2011Q2,30대,남자,10,리스,0,0
2011Q2,30대,남자,10,보증,7130,34
2011Q2,30대,남자,10,카드,3841,287
2011Q2,30대,남자,10,카드론,834,28
2011Q2,30대,남자,10,할부,8867,91
2011Q2,30대,남자,10,-,0,0
2011Q2,30대,남자,11,기타,2534,192
2011Q2,30대,남자,11,대출,60797,296
2011Q2,30대,남자,11,리스,147,1
2011Q2,30대,남자,11,보증,3900,30
2011Q2,30대,남자,11,카드,4367,275
2011Q2,30대,남자,11,카드론,471,28
2011Q2,30대,남자,11,할부,7174,104
2011Q2,30대,남자,11,-,0,0
2011Q2,30대,남자,12,기타,2778,257
2011Q2,30대,남자,12,대출,24092,134
2011Q2,30대,남자,12,리스,0,0
2011Q2,30대,남자,12,보증,1985,12
2011Q2,30대,남자,12,카드,1927,130
2011Q2,30대,남자,12,카드론,230,18
2011Q2,30대,남자,12,할부,3267,45
2011Q2,30대,남자,12,-,0,0
2011Q2,30대,남자,13,기타,1523,122
2011Q2,30대,남자,13,대출,13820,103
2011Q2,30대,남자,13,리스,0,0
2011Q2,30대,남자,13,보증,1151,5
2011Q2,30대,남자,13,카드,1341,86
2011Q2,30대,남자,13,카드론,412,15
2011Q2,30대,남자,13,할부,1796,30
2011Q2,30대,남자,13,-,0,0
2011Q2,30대,남자,14,기타,560,38
2011Q2,30대,남자,14,대출,18620,67
2011Q2,30대,남자,14,리스,0,0
2011Q2,30대,남자,14,카드,714,49
2011Q2,30대,남자,14,카드론,219,7
2011Q2,30대,남자,14,할부,763,14
2011Q2,30대,남자,14,-,0,0
2011Q2,30대,남자,15,기타,113,12
2011Q2,30대,남자,15,대출,4855,18
2011Q2,30대,남자,15,리스,0,0
2011Q2,30대,남자,15,카드,389,19
2011Q2,30대,남자,15,카드론,125,3
2011Q2,30대,남자,15,할부,351,5
2011Q2,30대,남자,15,-,0,0
2011Q2,30대,여자,0,기타,182,33
2011Q2,30대,여자,0,대출,7998,78
2011Q2,30대,여자,0,리스,138,1
2011Q2,30대,여자,0,보증,1482,7
2011Q2,30대,여자,0,카드,163,13
2011Q2,30대,여자,0,카드론,52,2
2011Q2,30대,여자,0,할부,585,11
2011Q2,30대,여자,0,-,0,0
2011Q2,30대,여자,1,기타,104,5
2011Q2,30대,여자,1,대출,15676,15
2011Q2,30대,여자,1,리스,0,0
2011Q2,30대,여자,1,카드,241,9
2011Q2,30대,여자,1,카드론,54,2
2011Q2,30대,여자,1,할부,0,0
2011Q2,30대,여자,1,-,0,0
2011Q2,30대,여자,2,기타,113,1
2011Q2,30대,여자,2,대출,3484,7
2011Q2,30대,여자,2,리스,0,0
2011Q2,30대,여자,2,카드,166,5
2011Q2,30대,여자,2,카드론,0,0
2011Q2,30대,여자,2,할부,0,0
2011Q2,30대,여자,2,-,0,0
2011Q2,30대,여자,3,기타,198,5
2011Q2,30대,여자,3,대출,17762,16
2011Q2,30대,여자,3,리스,0,0
2011Q2,30대,여자,3,카드,343,20
2011Q2,30대,여자,3,카드론,95,3
2011Q2,30대,여자,3,할부,450,5
2011Q2,30대,여자,3,-,0,0
2011Q2,30대,여자,4,기타,58,3
2011Q2,30대,여자,4,대출,700,2
2011Q2,30대,여자,4,리스,0,0
2011Q2,30대,여자,4,카드,3,2
2011Q2,30대,여자,4,카드론,0,0
2011Q2,30대,여자,4,할부,0,0
2011Q2,30대,여자,4,-,0,0
2011Q2,30대,여자,5,기타,255,11
2011Q2,30대,여자,5,대출,10672,24
2011Q2,30대,여자,5,리스,0,0
2011Q2,30대,여자,5,카드,113,17
2011Q2,30대,여자,5,카드론,35,2
2011Q2,30대,여자,5,할부,1433,6
2011Q2,30대,여자,5,-,0,0
2011Q2,30대,여자,6,기타,86,4
2011Q2,30대,여자,6,대출,20292,24
2011Q2,30대,여자,6,리스,0,0
2011Q2,30대,여자,6,카드,649,33
2011Q2,30대,여자,6,카드론,123,3
2011Q2,30대,여자,6,할부,71,1
2011Q2,30대,여자,6,-,0,0
2011Q2,30대,여자,7,기타,426,10
2011Q2,30대,여자,7,대출,16713,32
2011Q2,30대,여자,7,리스,0,0
2011Q2,30대,여자,7,카드,941,32
2011Q2,30대,여자,7,카드론,124,6
2011Q2,30대,여자,7,할부,2286,8
2011Q2,30대,여자,7,-,0,0
2011Q2,30대,여자,8,기타,936,11
2011Q2,30대,여자,8,대출,44158,70
2011Q2,30대,여자,8,리스,0,0
2011Q2,30대,여자,8,카드,2232,108
2011Q2,30대,여자,8,카드론,70,6
2011Q2,30대,여자,8,할부,1384,17
2011Q2,30대,여자,8,-,0,0
2011Q2,30대,여자,9,기타,762,23
2011Q2,30대,여자,9,대출,55265,101
2011Q2,30대,여자,9,리스,0,0
2011Q2,30대,여자,9,보증,424,3
2011Q2,30대,여자,9,카드,2635,163
2011Q2,30대,여자,9,카드론,566,31
2011Q2,30대,여자,9,할부,2137,26
2011Q2,30대,여자,9,-,0,0
2011Q2,30대,여자,10,기타,1231,35
2011Q2,30대,여자,10,대출,30633,102
2011Q2,30대,여자,10,리스,416,1
2011Q2,30대,여자,10,보증,1377,7
2011Q2,30대,여자,10,카드,3449,168
2011Q2,30대,여자,10,카드론,603,26
2011Q2,30대,여자,10,할부,1128,17
2011Q2,30대,여자,10,-,0,0
2011Q2,30대,여자,11,기타,1345,52
2011Q2,30대,여자,11,대출,61173,155
2011Q2,30대,여자,11,리스,0,0
2011Q2,30대,여자,11,보증,2553,15
2011Q2,30대,여자,11,카드,3934,250
2011Q2,30대,여자,11,카드론,800,35
2011Q2,30대,여자,11,할부,2682,32
2011Q2,30대,여자,11,-,0,0
2011Q2,30대,여자,12,기타,466,50
2011Q2,30대,여자,12,대출,19745,100
2011Q2,30대,여자,12,리스,0,0
2011Q2,30대,여자,12,보증,1419,12
2011Q2,30대,여자,12,카드,3032,185
2011Q2,30대,여자,12,카드론,683,25
2011Q2,30대,여자,12,할부,2518,27
2011Q2,30대,여자,12,-,0,0
2011Q2,30대,여자,13,기타,1111,73
2011Q2,30대,여자,13,대출,30129,127
2011Q2,30대,여자,13,리스,0,0
2011Q2,30대,여자,13,보증,2112,11
2011Q2,30대,여자,13,카드,3416,254
2011Q2,30대,여자,13,카드론,702,33
2011Q2,30대,여자,13,할부,2078,32
2011Q2,30대,여자,13,-,0,0
2011Q2,30대,여자,14,기타,1670,219
2011Q2,30대,여자,14,대출,53980,180
2011Q2,30대,여자,14,리스,0,0
2011Q2,30대,여자,14,보증,5858,28
2011Q2,30대,여자,14,카드,4631,332
2011Q2,30대,여자,14,카드론,1391,50
2011Q2,30대,여자,14,할부,4065,46
2011Q2,30대,여자,14,-,0,0
2011Q2,30대,여자,15,기타,301,43
2011Q2,30대,여자,15,대출,8217,55
2011Q2,30대,여자,15,리스,0,0
2011Q2,30대,여자,15,보증,808,2
2011Q2,30대,여자,15,카드,614,37
2011Q2,30대,여자,15,카드론,101,7
2011Q2,30대,여자,15,할부,317,9
2011Q2,30대,여자,15,-,0,0
2011Q2,40대,남자,0,기타,759,44
2011Q2,40대,남자,0,대출,27123,149
2011Q2,40대,남자,0,리스,0,0
2011Q2,40대,남자,0,보증,6727,39
2011Q2,40대,남자,0,카드,526,15
2011Q2,40대,남자,0,카드론,60,6
2011Q2,40대,남자,0,할부,618,10
2011Q2,40대,남자,0,-,0,0
2011Q2,40대,남자,1,기타,1434,21
2011Q2,40대,남자,1,대출,114208,96
2011Q2,40대,남자,1,리스,1057,2
2011Q2,40대,남자,1,보증,398,2
2011Q2,40대,남자,1,카드,1968,47
2011Q2,40대,남자,1,카드론,70,7
2011Q2,40대,남자,1,할부,2754,17
2011Q2,40대,남자,1,-,0,0
2011Q2,40대,남자,2,기타,21,5
2011Q2,40대,남자,2,대출,56347,35
2011Q2,40대,남자,2,리스,0,0
2011Q2,40대,남자,2,카드,1667,32
2011Q2,40대,남자,2,카드론,215,3
2011Q2,40대,남자,2,할부,1156,5
2011Q2,40대,남자,2,-,0,0
2011Q2,40대,남자,3,기타,1781,22
2011Q2,40대,남자,3,대출,89714,120
2011Q2,40대,남자,3,리스,0,0
2011Q2,40대,남자,3,보증,177,1
2011Q2,40대,남자,3,카드,2598,71
2011Q2,40대,남자,3,카드론,456,15
2011Q2,40대,남자,3,할부,5082,25
2011Q2,40대,남자,3,-,0,0
2011Q2,40대,남자,4,기타,446,10
2011Q2,40대,남자,4,대출,62176,78
2011Q2,40대,남자,4,리스,0,0
2011Q2,40대,남자,4,보증,189,1
2011Q2,40대,남자,4,카드,792,43
2011Q2,40대,남자,4,카드론,106,4
2011Q2,40대,남자,4,할부,1148,4
2011Q2,40대,남자,4,-,0,0
2011Q2,40대,남자,5,기타,4474,32
2011Q2,40대,남자,5,대출,126039,163
2011Q2,40대,남자,5,리스,0,0
2011Q2,40대,남자,5,보증,2169,4
2011Q2,40대,남자,5,카드,3983,86
2011Q2,40대,남자,5,카드론,652,20
2011Q2,40대,남자,5,할부,4210,26
2011Q2,40대,남자,5,-,0,0
2011Q2,40대,남자,6,기타,8510,64
2011Q2,40대,남자,6,대출,152340,200
2011Q2,40대,남자,6,리스,33,1
2011Q2,40대,남자,6,보증,1651,11
2011Q2,40대,남자,6,카드,5390,154
2011Q2,40대,남자,6,카드론,861,35
2011Q2,40대,남자,6,할부,2831,34
2011Q2,40대,남자,6,-,0,0
2011Q2,40대,남자,7,기타,8034,141
2011Q2,40대,남자,7,대출,213928,429
2011Q2,40대,남자,7,리스,0,0
2011Q2,40대,남자,7,보증,5499,34
2011Q2,40대,남자,7,카드,7067,278
2011Q2,40대,남자,7,카드론,1749,60
2011Q2,40대,남자,7,할부,7463,74
2011Q2,40대,남자,7,-,0,0
2011Q2,40대,남자,8,기타,8920,245
2011Q2,40대,남자,8,대출,324767,741
2011Q2,40대,남자,8,리스,434,1
2011Q2,40대,남자,8,보증,16660,94
2011Q2,40대,남자,8,카드,8036,438
2011Q2,40대,남자,8,카드론,1915,69
2011Q2,40대,남자,8,할부,16161,150
2011Q2,40대,남자,8,-,0,0
2011Q2,40대,남자,9,기타,5519,231
2011Q2,40대,남자,9,대출,149192,551
2011Q2,40대,남자,9,리스,392,2
2011Q2,40대,남자,9,보증,14271,85
2011Q2,40대,남자,9,카드,5816,344
2011Q2,40대,남자,9,카드론,1128,50
2011Q2,40대,남자,9,할부,8049,111
2011Q2,40대,남자,9,-,0,0
2011Q2,40대,남자,10,기타,5151,207
2011Q2,40대,남자,10,대출,33542,106
2011Q2,40대,남자,10,리스,0,0
2011Q2,40대,남자,10,보증,5123,44
2011Q2,40대,남자,10,카드,505,29
2011Q2,40대,남자,10,카드론,75,5
2011Q2,40대,남자,10,할부,605,8
2011Q2,40대,남자,10,-,0,0
2011Q2,40대,남자,11,기타,3247,274
2011Q2,40대,남자,11,대출,125756,74
2011Q2,40대,남자,11,보증,2019,19
2011Q2,40대,남자,11,카드,943,41
2011Q2,40대,남자,11,카드론,306,10
2011Q2,40대,남자,11,할부,897,14
2011Q2,40대,남자,11,-,0,0
2011Q2,40대,남자,12,기타,451,8
2011Q2,40대,남자,12,대출,1877,15
2011Q2,40대,남자,12,리스,0,0
2011Q2,40대,남자,12,카드,121,11
2011Q2,40대,남자,12,카드론,42,3
2011Q2,40대,남자,12,할부,171,3
2011Q2,40대,남자,12,-,0,0
2011Q2,40대,남자,13,기타,129,9
2011Q2,40대,남자,13,대출,6235,42
2011Q2,40대,남자,13,리스,0,0
2011Q2,40대,남자,13,보증,0,0
2011Q2,40대,남자,13,카드,369,16
2011Q2,40대,남자,13,카드론,131,4
2011Q2,40대,남자,13,할부,448,6
2011Q2,40대,남자,13,-,0,0
2011Q2,40대,남자,14,기타,217,15
2011Q2,40대,남자,14,대출,12856,44
2011Q2,40대,남자,14,리스,0,0
2011Q2,40대,남자,14,카드,474,18
2011Q2,40대,남자,14,카드론,217,5
2011Q2,40대,남자,14,할부,612,11
2011Q2,40대,남자,14,-,0,0
2011Q2,40대,남자,15,기타,81,7
2011Q2,40대,남자,15,대출,15348,24
2011Q2,40대,남자,15,리스,0,0
2011Q2,40대,남자,15,보증,409,2
2011Q2,40대,남자,15,카드,808,14
2011Q2,40대,남자,15,카드론,316,4
2011Q2,40대,남자,15,할부,883,6
2011Q2,40대,남자,15,-,0,0
2011Q2,40대,여자,0,기타,288,40
2011Q2,40대,여자,0,대출,13563,102
2011Q2,40대,여자,0,리스,0,0
2011Q2,40대,여자,0,보증,3036,20
2011Q2,40대,여자,0,카드,423,11
2011Q2,40대,여자,0,카드론,8,1
2011Q2,40대,여자,0,할부,235,6
2011Q2,40대,여자,0,-,0,0
2011Q2,40대,여자,1,기타,1330,9
2011Q2,40대,여자,1,대출,400976,52
2011Q2,40대,여자,1,리스,639,1
2011Q2,40대,여자,1,보증,0,0
2011Q2,40대,여자,1,카드,1300,30
2011Q2,40대,여자,1,카드론,255,8
2011Q2,40대,여자,1,할부,236,9
2011Q2,40대,여자,1,-,0,0
2011Q2,40대,여자,2,기타,183,7
2011Q2,40대,여자,2,대출,8063,20
2011Q2,40대,여자,2,리스,0,0
2011Q2,40대,여자,2,카드,84,8
2011Q2,40대,여자,2,카드론,17,2
2011Q2,40대,여자,2,할부,562,4
2011Q2,40대,여자,2,-,0,0
2011Q2,40대,여자,3,기타,143,6
2011Q2,40대,여자,3,대출,21288,37
2011Q2,40대,여자,3,리스,0,0
2011Q2,40대,여자,3,보증,104,1
2011Q2,40대,여자,3,카드,289,22
2011Q2,40대,여자,3,카드론,252,3
2011Q2,40대,여자,3,할부,1357,10
2011Q2,40대,여자,3,-,0,0
2011Q2,40대,여자,4,기타,64,2
2011Q2,40대,여자,4,대출,9883,11
2011Q2,40대,여자,4,리스,0,0
2011Q2,40대,여자,4,카드,528,14
2011Q2,40대,여자,4,카드론,210,2
2011Q2,40대,여자,4,할부,433,3
2011Q2,40대,여자,4,-,0,0
2011Q2,40대,여자,5,기타,1132,10
2011Q2,40대,여자,5,대출,81676,67
2011Q2,40대,여자,5,리스,0,0
2011Q2,40대,여자,5,보증,288,2
2011Q2,40대,여자,5,카드,981,41
2011Q2,40대,여자,5,카드론,169,7
2011Q2,40대,여자,5,할부,1543,12
2011Q2,40대,여자,5,-,0,0
2011Q2,40대,여자,6,기타,816,11
2011Q2,40대,여자,6,대출,50833,58
2011Q2,40대,여자,6,리스,0,0
2011Q2,40대,여자,6,카드,2424,38
2011Q2,40대,여자,6,카드론,191,7
2011Q2,40대,여자,6,할부,460,6
2011Q2,40대,여자,6,-,0,0
2011Q2,40대,여자,7,기타,4721,23
2011Q2,40대,여자,7,대출,58328,90
2011Q2,40대,여자,7,리스,172,1
2011Q2,40대,여자,7,보증,0,0
2011Q2,40대,여자,7,카드,3157,115
2011Q2,40대,여자,7,카드론,322,14
2011Q2,40대,여자,7,할부,2019,16
2011Q2,40대,여자,7,-,0,0
2011Q2,40대,여자,8,기타,1216,45
2011Q2,40대,여자,8,대출,124529,184
2011Q2,40대,여자,8,리스,381,1
2011Q2,40대,여자,8,보증,1560,10
2011Q2,40대,여자,8,카드,5044,181
2011Q2,40대,여자,8,카드론,745,35
2011Q2,40대,여자,8,할부,2525,28
2011Q2,40대,여자,8,-,0,0
2011Q2,40대,여자,9,기타,3744,102
2011Q2,40대,여자,9,대출,165742,350
2011Q2,40대,여자,9,리스,0,0
2011Q2,40대,여자,9,보증,4433,32
2011Q2,40대,여자,9,카드,8204,426
2011Q2,40대,여자,9,카드론,1035,58
2011Q2,40대,여자,9,할부,7637,49
2011Q2,40대,여자,9,-,0,0
2011Q2,40대,여자,10,기타,1217,110
2011Q2,40대,여자,10,대출,120127,347
2011Q2,40대,여자,10,리스,0,0
2011Q2,40대,여자,10,보증,5829,37
2011Q2,40대,여자,10,카드,5028,345
2011Q2,40대,여자,10,카드론,960,41
2011Q2,40대,여자,10,할부,4796,48
2011Q2,40대,여자,10,-,0,0
2011Q2,40대,여자,11,기타,2090,109
2011Q2,40대,여자,11,대출,57859,181
2011Q2,40대,여자,11,리스,0,0
2011Q2,40대,여자,11,보증,7350,40
2011Q2,40대,여자,11,카드,2014,152
2011Q2,40대,여자,11,카드론,321,21
2011Q2,40대,여자,11,할부,3823,38
2011Q2,40대,여자,11,-,0,0
2011Q2,40대,여자,12,기타,1426,145
2011Q2,40대,여자,12,대출,12951,47
2011Q2,40대,여자,12,리스,0,0
2011Q2,40대,여자,12,보증,3247,25
2011Q2,40대,여자,12,카드,655,41
2011Q2,40대,여자,12,카드론,109,7
2011Q2,40대,여자,12,할부,468,10
2011Q2,40대,여자,12,-,0,0
2011Q2,40대,여자,13,기타,652,50
2011Q2,40대,여자,13,대출,20408,52
2011Q2,40대,여자,13,리스,0,0
2011Q2,40대,여자,13,보증,59,2
2011Q2,40대,여자,13,카드,1108,51
2011Q2,40대,여자,13,카드론,412,14
2011Q2,40대,여자,13,할부,899,11
2011Q2,40대,여자,13,-,0,0
2011Q2,40대,여자,14,기타,189,15
2011Q2,40대,여자,14,대출,19272,54
2011Q2,40대,여자,14,리스,0,0
2011Q2,40대,여자,14,보증,535,2
2011Q2,40대,여자,14,카드,1614,51
2011Q2,40대,여자,14,카드론,348,11
2011Q2,40대,여자,14,할부,1710,16
2011Q2,40대,여자,14,-,0,0
2011Q2,40대,여자,15,기타,133,15
2011Q2,40대,여자,15,대출,8669,44
2011Q2,40대,여자,15,리스,0,0
2011Q2,40대,여자,15,보증,738,1
2011Q2,40대,여자,15,카드,783,24
2011Q2,40대,여자,15,카드론,122,4
2011Q2,40대,여자,15,할부,671,6
2011Q2,40대,여자,15,-,0,0
2011Q2,50대,남자,0,기타,197,22
2011Q2,50대,남자,0,대출,23776,90
2011Q2,50대,남자,0,보증,2832,18
2011Q2,50대,남자,0,카드,100,2
2011Q2,50대,남자,0,카드론,3,1
2011Q2,50대,남자,0,할부,119,5
2011Q2,50대,남자,0,-,0,0
2011Q2,50대,남자,1,기타,933,18
2011Q2,50대,남자,1,대출,78157,57
2011Q2,50대,남자,1,리스,0,0
2011Q2,50대,남자,1,카드,1542,27
2011Q2,50대,남자,1,카드론,385,7
2011Q2,50대,남자,1,할부,426,5
2011Q2,50대,남자,1,-,0,0
2011Q2,50대,남자,2,기타,552,7
2011Q2,50대,남자,2,대출,13914,32
2011Q2,50대,남자,2,리스,0,0
2011Q2,50대,남자,2,카드,611,16
2011Q2,50대,남자,2,카드론,207,2
2011Q2,50대,남자,2,할부,37,1
2011Q2,50대,남자,2,-,0,0
2011Q2,50대,남자,3,기타,1426,11
2011Q2,50대,남자,3,대출,130638,84
2011Q2,50대,남자,3,리스,0,0
2011Q2,50대,남자,3,카드,2888,46
2011Q2,50대,남자,3,카드론,387,8
2011Q2,50대,남자,3,할부,1069,8
2011Q2,50대,남자,3,-,0,0
2011Q2,50대,남자,4,기타,1540,4
2011Q2,50대,남자,4,대출,81617,64
2011Q2,50대,남자,4,리스,0,0
2011Q2,50대,남자,4,카드,944,29
2011Q2,50대,남자,4,카드론,159,3
2011Q2,50대,남자,4,할부,868,7
2011Q2,50대,남자,4,-,0,0
2011Q2,50대,남자,5,기타,1722,20
2011Q2,50대,남자,5,대출,104269,107
2011Q2,50대,남자,5,리스,0,0
2011Q2,50대,남자,5,보증,454,3
2011Q2,50대,남자,5,카드,3060,63
2011Q2,50대,남자,5,카드론,431,10
2011Q2,50대,남자,5,할부,5161,14
2011Q2,50대,남자,5,-,0,0
2011Q2,50대,남자,6,기타,2350,35
2011Q2,50대,남자,6,대출,128798,145
2011Q2,50대,남자,6,리스,0,0
2011Q2,50대,남자,6,보증,2577,15
2011Q2,50대,남자,6,카드,2827,100
2011Q2,50대,남자,6,카드론,655,21
2011Q2,50대,남자,6,할부,2166,17
2011Q2,50대,남자,6,-,0,0
2011Q2,50대,남자,7,기타,2609,62
2011Q2,50대,남자,7,대출,272598,284
2011Q2,50대,남자,7,리스,406,1
2011Q2,50대,남자,7,보증,2678,15
2011Q2,50대,남자,7,카드,4264,135
2011Q2,50대,남자,7,카드론,1033,26
2011Q2,50대,남자,7,할부,5969,49
2011Q2,50대,남자,7,-,0,0
2011Q2,50대,남자,8,기타,3689,140
2011Q2,50대,남자,8,대출,300318,539
2011Q2,50대,남자,8,리스,41,1
2011Q2,50대,남자,8,보증,10401,49
2011Q2,50대,남자,8,카드,5103,260
2011Q2,50대,남자,8,카드론,874,40
2011Q2,50대,남자,8,할부,6553,74
2011Q2,50대,남자,8,-,0,0
2011Q2,50대,남자,9,기타,1808,122
2011Q2,50대,남자,9,대출,195738,383
2011Q2,50대,남자,9,리스,0,0
2011Q2,50대,남자,9,보증,4934,32
2011Q2,50대,남자,9,카드,4689,137
2011Q2,50대,남자,9,카드론,756,29
2011Q2,50대,남자,9,할부,6542,67
2011Q2,50대,남자,9,-,0,0
2011Q2,50대,남자,10,기타,2897,131
2011Q2,50대,남자,10,대출,22945,66
2011Q2,50대,남자,10,리스,0,0
2011Q2,50대,남자,10,보증,3326,25
2011Q2,50대,남자,10,카드,386,15
2011Q2,50대,남자,10,카드론,10,1
2011Q2,50대,남자,10,할부,188,3
2011Q2,50대,남자,10,-,0,0
2011Q2,50대,남자,11,기타,1333,180
2011Q2,50대,남자,11,대출,9246,43
2011Q2,50대,남자,11,보증,184,2
2011Q2,50대,남자,11,카드,925,22
2011Q2,50대,남자,11,카드론,132,8
2011Q2,50대,남자,11,할부,616,9
2011Q2,50대,남자,11,-,0,0
2011Q2,50대,남자,12,기타,9,3
2011Q2,50대,남자,12,대출,1928,5
2011Q2,50대,남자,12,리스,0,0
2011Q2,50대,남자,12,카드,74,6
2011Q2,50대,남자,12,카드론,19,3
2011Q2,50대,남자,12,할부,157,2
2011Q2,50대,남자,12,-,0,0
2011Q2,50대,남자,13,기타,5,2
2011Q2,50대,남자,13,대출,1685,16
2011Q2,50대,남자,13,리스,0,0
2011Q2,50대,남자,13,보증,0,0
2011Q2,50대,남자,13,카드,576,14
2011Q2,50대,남자,13,카드론,68,3
2011Q2,50대,남자,13,할부,333,8
2011Q2,50대,남자,13,-,0,0
2011Q2,50대,남자,14,기타,51,7
2011Q2,50대,남자,14,대출,9373,31
2011Q2,50대,남자,14,리스,0,0
2011Q2,50대,남자,14,카드,517,15
2011Q2,50대,남자,14,카드론,116,3
2011Q2,50대,남자,14,할부,431,5
2011Q2,50대,남자,14,-,0,0
2011Q2,50대,남자,15,기타,52,1
2011Q2,50대,남자,15,대출,2138,9
2011Q2,50대,남자,15,리스,0,0
2011Q2,50대,남자,15,카드,103,4
2011Q2,50대,남자,15,카드론,54,1
2011Q2,50대,남자,15,할부,165,1
2011Q2,50대,남자,15,-,0,0
2011Q2,50대,여자,0,기타,205,24
2011Q2,50대,여자,0,대출,6352,56
2011Q2,50대,여자,0,리스,0,0
2011Q2,50대,여자,0,보증,2625,14
2011Q2,50대,여자,0,카드,21,3
2011Q2,50대,여자,0,카드론,23,2
2011Q2,50대,여자,0,할부,89,4
2011Q2,50대,여자,0,-,0,0
2011Q2,50대,여자,1,기타,307,6
2011Q2,50대,여자,1,대출,15389,22
2011Q2,50대,여자,1,리스,1899,1
2011Q2,50대,여자,1,카드,530,10
2011Q2,50대,여자,1,카드론,299,4
2011Q2,50대,여자,1,할부,0,0
2011Q2,50대,여자,1,-,0,0
2011Q2,50대,여자,2,기타,0,0
2011Q2,50대,여자,2,대출,8041,8
2011Q2,50대,여자,2,리스,0,0
2011Q2,50대,여자,2,카드,188,3
2011Q2,50대,여자,2,카드론,0,0
2011Q2,50대,여자,2,할부,0,0
2011Q2,50대,여자,2,-,0,0
2011Q2,50대,여자,3,기타,151,5
2011Q2,50대,여자,3,대출,16429,25
2011Q2,50대,여자,3,리스,0,0
2011Q2,50대,여자,3,카드,285,11
2011Q2,50대,여자,3,카드론,132,4
2011Q2,50대,여자,3,할부,204,3
2011Q2,50대,여자,3,-,0,0
2011Q2,50대,여자,4,기타,631,4
2011Q2,50대,여자,4,대출,9296,10
2011Q2,50대,여자,4,리스,0,0
2011Q2,50대,여자,4,보증,288,1
2011Q2,50대,여자,4,카드,1026,10
2011Q2,50대,여자,4,카드론,121,4
2011Q2,50대,여자,4,할부,462,4
2011Q2,50대,여자,4,-,0,0
2011Q2,50대,여자,5,기타,1648,8
2011Q2,50대,여자,5,대출,34299,37
2011Q2,50대,여자,5,리스,0,0
2011Q2,50대,여자,5,카드,605,20
2011Q2,50대,여자,5,카드론,93,1
2011Q2,50대,여자,5,할부,217,4
2011Q2,50대,여자,5,-,0,0
2011Q2,50대,여자,6,기타,248,11
2011Q2,50대,여자,6,대출,63101,33
2011Q2,50대,여자,6,리스,0,0
2011Q2,50대,여자,6,카드,862,23
2011Q2,50대,여자,6,카드론,13,1
2011Q2,50대,여자,6,할부,167,2
2011Q2,50대,여자,6,-,0,0
2011Q2,50대,여자,7,기타,674,12
2011Q2,50대,여자,7,대출,53702,53
2011Q2,50대,여자,7,리스,0,0
2011Q2,50대,여자,7,보증,1594,4
2011Q2,50대,여자,7,카드,1612,58
2011Q2,50대,여자,7,카드론,518,13
2011Q2,50대,여자,7,할부,5711,10
2011Q2,50대,여자,7,-,0,0
2011Q2,50대,여자,8,기타,635,22
2011Q2,50대,여자,8,대출,66157,102
2011Q2,50대,여자,8,리스,28,1
2011Q2,50대,여자,8,보증,2148,9
2011Q2,50대,여자,8,카드,2784,110
2011Q2,50대,여자,8,카드론,511,20
2011Q2,50대,여자,8,할부,1630,16
2011Q2,50대,여자,8,-,0,0
2011Q2,50대,여자,9,기타,1225,74
2011Q2,50대,여자,9,대출,138246,275
2011Q2,50대,여자,9,리스,0,0
2011Q2,50대,여자,9,보증,4593,27
2011Q2,50대,여자,9,카드,4293,213
2011Q2,50대,여자,9,카드론,493,29
2011Q2,50대,여자,9,할부,2390,35
2011Q2,50대,여자,9,-,0,0
2011Q2,50대,여자,10,기타,2257,102
2011Q2,50대,여자,10,대출,95034,279
2011Q2,50대,여자,10,리스,0,0
2011Q2,50대,여자,10,보증,5916,36
2011Q2,50대,여자,10,카드,2131,181
2011Q2,50대,여자,10,카드론,689,29
2011Q2,50대,여자,10,할부,3104,37
2011Q2,50대,여자,10,-,0,0
2011Q2,50대,여자,11,기타,713,61
2011Q2,50대,여자,11,대출,28898,91
2011Q2,50대,여자,11,리스,0,0
2011Q2,50대,여자,11,보증,2832,14
2011Q2,50대,여자,11,카드,1056,41
2011Q2,50대,여자,11,카드론,611,17
2011Q2,50대,여자,11,할부,774,12
2011Q2,50대,여자,11,-,0,0
2011Q2,50대,여자,12,기타,1505,150
2011Q2,50대,여자,12,대출,9386,23
2011Q2,50대,여자,12,보증,1019,10
2011Q2,50대,여자,12,카드,298,20
2011Q2,50대,여자,12,카드론,21,1
2011Q2,50대,여자,12,할부,90,1
